,label,text,label_num
5067,spam,"Subject: cheap soft viagra
viagra soft tabs : perfect feeling of being men again .
starts working within just 15 minutes .
soft tabs :
info site
you take a candy and get hard rock erection .
this is not miracle . this is just soft tabs .
remove your email",1
1336,ham,"Subject: enron / hpl actuals for august 2 , 2000
teco tap 15 . 000 / enron ; 110 . 000 / hpl iferc
ls hpl lsk ic 27 . 000 / enron",0
221,ham,"Subject: re : license
let me know if you ever sign off on any bridges or buildings so i can stay the
hell away from them . remember i took classes with you i know better .
congrats
from just an "" eit "" . kyle
"" glover , rusty "" on 01 / 31 / 2000 05 : 13 : 48 pm
to : ' camille davis '
cc : "" rochelle ( e - mail ) "" , "" cheryl ( e - mail ) ""
, "" daren ( e - mail ) "" , kyle
kubin / ngccorp @ ngccorp , "" fenny ( e - mail ) "" , "" ed ( e - mail ) ""
, "" greg ( e - mail ) ""
subject : re : license
to all :
well , let me tell it to you like this ! i will never ever ever have
to study for another fricken exam ! hell yes i passed that s . o . b . i about
died when i opened the envelope b / c i couldn ' t believe it ! i am now rusty
r . glover , p . e . ! i probably won ' t know you next time i see you ! my head
was so big this morning i could barely make it through the door !
later ,
rusty r . glover , p . e .
- - - - - original message - - - - -
from : camille davis [ mailto : kcdavis @ pdq . net ]
sent : monday , january 31 , 2000 1 : 59 pm
to : glover , rusty
subject : license
did you past your test ? ? ?
camille
- attl . htm",0
1999,ham,"Subject: teco ' s indian spring plant
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 11 / 08 / 2000 04 : 20
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
clem cernosek @ ect
11 / 03 / 2000 02 : 28 pm
to : sherlyn schumack / hou / ect @ ect , lauri a allen / hou / ect @ ect , jack
simunek / hou / ect @ ect , karry kendall / hou / ect @ ect , mary poorman / na / enron @ enron ,
howard b camp / hou / ect @ ect , katherine herrera / corp / enron @ enron , megan
parker / corp / enron @ enron , jennifer d pattison / hou / ect @ ect
cc : rita wynne / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : teco ' s indian spring plant
a meeting was held on november 1 , 2000 at 3 pm in eb 3270 to resolve exxon ' s
residue volume issue at teco ' s indian spring plant . exxon ' s issue is that
the residue volumes that hpl is recording for exxon ' s account for
transportation do not equal to the wellhead volumes produced and delivered to
pge .
items that were identified so that exxon ' s issue could be resolved :
1 . hpl is responsible for any ua 4 loss / gain and fuel consumed on pge ' s line
attributable to exxon ' s big sandy production .
2 . if exxon ' s production exceeds 500 mcf / d , hpl must on a monthly basis
elect to process or not process the exxon big sandy gas . if hpl elects
to process , then teco buys the products from hpl .
3 . if exxon ' s production flows between 100 mcf / d and 499 mcf / d , then teco
can process and makeup the shrinkage to hpl with their own gas volumes .
4 . if exxon ' s production is less than 100 mcf / d , then hpl must terminate
the processing agreement . if hpl does not terminate and volume continue
to flow at less that 100 mcf / d than hpl loses the shrinkage and must
pay to teco an additional $ 500 per month .
solution :
1 . hpl will schedule and record the gain / loss volumes at hpl meter # 986884
that is attributable to ua 4 and fuel on the pge line .
2 . hpl will schedule and record the sale volumes of pvr to teco at hpl
meter # 986884 .
3 . the scheduling of the volumes for items 1 and 2 will allow for offset
volumes to be record as adjustments to exxon ' s transport volumes .
4 . the hpl logistics dept . ( mary poorman ) will inform assets group ( jack
simunek ) when and if the volumes nominated for exxon fall below 100 mcf / d .
if any of the above does not reflect what was discussed or agreed to , please
let me know at x - 36650 .
thanks , clem",0
1219,ham,"Subject: 8 / 00 assignment , termination , expiration report - assets group
attached is the august 2000 assignment , termination & expiration report for
the assets group ' s contracts . ( fyi - it contains all of the entries made by
our group during 7 / 00 regardless of the effective date . ) if you do not need
to receive this report or if you know of someone else that should receive it ,
please let me know by e - mail or phone ( x - 36982 ) so that i can either remove
your name from or add their name to the distribution list .",0
8,ham,"Subject: king ranch
there are two fields of gas that i am having difficulty with in the unify
system .
1 . cage ranch - since there is no processing agreement that accomodates this
gas on king ranch , it is my understanding hpl is selling the liquids and
king ranch is re - delivering to stratton . it is also my understanding that
there is a . 05 cent fee
to deliver this gas . we need a method to accomodate the volume flow on hpl
at meter 415 and 9643 . this gas
will not be reflected on trans . usage ticket # 123395 and # 95394 since it is
not being nominated from a processing agreement . we either , need to input
a point nom ( on hpl or krgp ) at these meters to match the nom at meter 9610 ,
or a deal for purchase and sale ( if king ranch is taking title to the gas )
needs to be input into sitara at these meters with the appropriate rate . i
have currently input a point nom on krgp to accomodate this flow , so we can
divert some of this gas to the current interstate sales that are being made .
2 . forest oil - there is a processing agreement that will accomodate flow
from the meter ( 6396 ) into king ranch . it is my
understanding that this agreement was originally setup until texaco had
their own processing agreement . i need confirmation that the gas from this
meter should be nominated on contract # ( 96006681 ) and that this agreement
should have been reassigned to hplc . ( it is currently still under hplr ) .
if this gas is not nominated on the above transport agreement , then once
again we need to accomodate the flow volume on the hpl pipe with either a
point nom or a sitara deal at meters 415 and 9643 .",0
2426,ham,"Subject: neon discussion january 24
here is an idea for this week . ? next week brad cox is planning on starting a
discussion series based on the experiencing god study , that he will modify
for teenagers to be used in neon . ? it will probably consist mainly of
questions similar to what you ' re getting this week . ? at this point in the
semester your kids hopefully feel comfortable with each other to go ahead
and spring right into some biblically relevant discussions . ? make sure ,
though , that you do what is necessary for your kids to connect with each
other and with you as adults and to make visitors feel at ease . ? spend time
visiting together as a group , and then individually with the kids after neon
is officially over with cokes and cookies . ? remember that that the "" before
and after "" is probably the most important aspect of neon .
- different beliefs . doc",0
4602,spam,"Subject: download popular christmas music
hello
sorry this took so long to send
this is the link to the website you wanted to see .
http : / / www . thefilecompany . com / shwk . html
let me know if you like it
take care
dalton guthrie
",1
1072,ham,"Subject: june hourly survey
attached please find the hours survey and instructions for the month of june ,
2000 .
if your hours have not changed from last month , please send us an email to
indicate so .
if the survey does not contain an activity that your team spends time on ,
please do not type any activities in the survey . contact jennifer reside at
# 35971 to discuss how to proceed .
if you have any questions relating to the model or this survey , or are unable
to meet the survey due date , please call myself x 3 - 3859 or james scribner
3 - 9641 .
regards ,
shari",0
2062,ham,"Subject: fw : stalin quote
- - - - - original message - - - - -
from : carol covington
sent : friday , november 17 , 2000 3 : 35 pm
to : david heineke ; jim wallis ; ricky stewart
subject : fw : stalin quote
- - - - - original message - - - - -
from : julie wright [ smtp : julie @ rpcga . com ]
sent : friday , november 17 , 2000 3 : 30 pm
to : jim love ; patsy henry ; candy grant ; carol covington ; faye click
subject : stalin quote
> "" those who cast the votes decide nothing .
> those who count the votes decide everything . ""
>
> - josef stalin
>",0
5042,spam,"Subject: 3 . 25 rate confirmation # 367886924 jb wed , 29 jun 2005 09 : 35 : 02 - 0800
hello ,
we sent you an email a while ago , because you now qualify
for a much lower rate based on the biggest rate drop in years .
you can now get $ 327 , 000 for as little as $ 617 a month !
bad credit ? doesn ' t matter , ^ low rates are fixed no matter what !
follow this link to process your application and a 24 hour approval :
http : / / www . qrefi . net / ? id = al 7
best regards ,
shaun conrad
http : / / www . qrefi . net / book . php
",1
1016,ham,"Subject: hpl noms for june 21 , 2000
( see attached file : hplo 621 . xls )
- hplo 621 . xls",0
4747,spam,"Subject: l . a times personals : don ' t you need someone to hold
goodbye
clock ameslanchronic bp brendageographer
matroid rundownphonograph deregulate byronicconnivance
set adroitpratt coppery gushforbade
abovementioned latchtitmouse drum squidbentley
upsurge australisfredericks",1
4006,spam,"Subject: software
microsoft windows xp professiotnal 2002
retail price : $ 270 . 99 our low price : $ 50 . 00 you save : $ 220 . 00
adobe photoshpop 7 . 0
retail price : $ 609 . 99 our low price : $ 60 . 00 you savae : $ 550 . 00
microsoft office xp professional 2002
retail price : $ 579 . 99 our low price : $ 60 . 00 you save : $ 510 . 00
adobe illustrator 10 retaifl price : $ 270 . 99 our low price : $ 60 . 00 you savae : $ 210 . 00
corel draw graphics suite 11 rejtail price : $ 270 . 99 our low pricle : $ 60 . 00 you save : $ 210 . 00
delphi 7
retaivl price : $ 404 . 99 our low price : $ 60 . 00 you save : $ 335 . 00
and more ! ! !
why so cheap ?
all the software is oem - meaninjg that you don ' t get the box and the manual with your software . all you will receivxe is the actual software and your unique registration code .
all the softwarte is in the english language for pc . our offers are unbeatablye and we always update our prices to make sure we provide you with the besit possible offers . hurry up and place your ordxer , because our supplies are limited .
visizt us now ! http : / / mmngii . biz / oeol 7 / ? affiliate _ id = 233763 & campaign _ id = 601
",1
2294,ham,"Subject: enron actuals - dec . 26 , 2000
dec . 26 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily
lsp hpl katy i / c 30 . 000 / enron",0
1602,ham,"Subject: re : meter 6879 - sept . 00
this deal was not put in right . the primary term of the contract goes out to
9 / 30 / 00 . there is no evergreen to the contract . the deal will end when the
contract ends . therefore , i have taken the evergreen off , and added
september to it .
if you have any questions , let me know .
julie
\
daren j farmer
09 / 13 / 2000 11 : 33 am
to : julie meyers / hou / ect @ ect
cc : aimee lannou / hou / ect @ ect
subject : meter 6879 - sept . 00
julie ,
please review deal 133010 . the deal shows evergreen , but nothing rolled to
september .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 09 / 13 / 2000
11 : 30 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 09 / 13 / 2000 11 : 01 am
to : daren j farmer / hou / ect @ ect
cc :
subject : meter 6879 - sept . 00
daren - can you get a deal set up for meter 6879 for sept . 00 ? there is flow
for day 1 , it is a 16 day chart . in aug . there was a deal of 176 on deal #
133010 for heatherloch municipal utility . please let me know if enter a
deal . thanks .
al",0
5011,spam,"Subject: a more radiant you
act now . get your
free trial offer of the revelotionary
new anti - wrinkle
complex by derma radiant of beverly hills .
2 - step miracle :
anti - wrinkle complext
ageless eyest
. reduce fine lines and deep wrinkles by 98 % .
. increase collagen synthesis by 350 % .
. remove dark circles and puffiness under the eyes .
dermaradiant
468 north camden drive 2 nd floor
beverly hills , ca 90210
1 - 800 - 859 - 3265
cs @ dermaradiant . com
www . dermaradiant . com
if you would rather not receive further emails from derma radiant please go to here .
removal requests :
3305 w spring mountain rd .
suite 60 - 15
las vegas , nv 89102
",1
4541,spam,"Subject: hey !
hi ! i am looking for new friends .
my name is jane , i am from miami , fl .
see my homepage with my weblog and last webcam
photos !
see you !
",1
3562,ham,"Subject: enbridge buys koch ' s east texas midstream assets for $ 231 m
ngi ' s daily gas price index
published : october 26 , 2001
enbridge buys koch ' s east texas midstream assets for $ 231 m
enbridge energy partners lp is buying gas gathering , treating , processing and transmission assets in east texas from koch midstream services for $ 230 . 5 million . the package includes all of the east texas system , which gathers 400 mmcf / d for delivery into the carthage hub .
enbridge energy company president dan c . tutcher said the assets are a "" natural fit "" with enbridge ' s existing texas assets and will significantly expand the company ' s "" geographic footprint "" in the region as well as its energy commodity mix . "" we expect the acquisition to be immediately accretive to the partnership ' s distributable cash flow , and excellent prospects exist for further organic growth of the east texas system . ' '
enbridge partners will acquire 1 , 880 miles of various diameter gathering lines , 37 compressor stations , four gas treating plants with a capacity of 595 mmcf / d and three gas processing plants with a combined capacity of 375 mmcf / d . the transaction is anticipated to close in december .
the intrastate system derives revenues from the purchase , transportation and resale of natural gas . additionally , when natural gas liquids fractionation spreads are positive , the option exists to extract ngls from purchased gas , thus leveraging income with incremental processing revenue , the company noted . the partnership expects that the direct commodity price exposures inherent in gas purchase and resale activities and in gas processing will be suitably mitigated through a hedging strategy .
it forecasts gas supply available to the system will be 400 - 420 mmcf / d in 2002 . based on this estimate , the acquisition would contribute incremental ebitda of between $ 26 million and $ 32 million for the year , while distributable cash flow would increase by between $ 0 . 10 and $ 0 . 15 per unit , with further improvements anticipated in 2003 . the forecasts assume that acquisition financing will consist of 50 % debt and 50 % equity , in line with enbridge partners target long - term capital structure .
enbridge partners also reported third quarter net income of $ 6 . 6 million , or $ 0 . 13 per common unit , compared with net income of $ 14 . 2 million , or $ 0 . 42 per unit , for the third quarter in 2000 . the decline was attributed mainly to an adjustment to oil inventory due to shippers of $ 5 . 4 million . the adjustment was the result of what enbridge said were refinements in the oil loss estimation process , as well as improvements in the accuracy of measuring oil losses while developing new software applications .
third quarter deliveries were 1 , 208 million b / d compared to 1 , 272 mmb / d for the same period in the prior year . the partnership expects that deliveries will increase over the remainder of the year , to average between 1 . 30 and 1 . 33 mmb / d . however , its delivery estimates for 2001 and 2002 are down from prior expectations because of lower production forecasts for conventional heavy crude oil , which stem from the current wide price differential between heavy and light crude . for 2002 , growing oil sands production is anticipated to boost full - year average deliveries to between 1 . 35 and 1 . 43 mmb / d .
"" the partnership ' s forecast indicates that crude oil delivery volumes , which have languished for the past several quarters , will start to improve modestly in the near term with more significant increases occurring in the latter half of 2002 , "" said tutcher . "" the major contributing factor will be increased production from the immense oil sands reserves in western canada . we also anticipate further successes from our acquisition strategy , which will increase earnings and diversify our sources of income . the partnership ' s primary objective over the next two to three years is to accelerate the growth of cash distributions to unitholders . to that end , we are confident that the acquisition of the east texas facilities combined with some improvement in liquid hydrocarbon deliveries will position the partnership to consider a distribution increase in 2002 . ' '",0
1966,ham,"Subject: texas energy reliability council meeting
- - - - - - - - - - - - - - - - - - - - - - forwarded by edward d gottlob / hou / ect on 11 / 02 / 2000
10 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
brian redmond
11 / 02 / 2000 10 : 30 am
to : tom shelton / hou / ect @ ect , steve hpl schneider / hou / ect @ ect , thomas a
martin / hou / ect @ ect , jim schwieger / hou / ect @ ect , edward d gottlob / hou / ect @ ect ,
james mckay / hou / ect @ ect
cc :
subject : texas energy reliability council meeting
team ,
on 15 november , steve and tom s . will represent hpl at a meeting of the texas
energy reliability council hosted by commissioner michael williams to discuss
the outlook for gas supply and demand in texas this winter . i will dial in
by phone once i am free from another meeting that morning .
tom s . can you find out more detail as to what we need to be ready to
discuss and then coordinate with the appropriate hpl people to ensure we are
prepared at the meeting . specifically , does james or anyone else need to
attend or be on the call ?
thanks ,
brian",0
34,ham,"Subject: phillips petroleum
i wanted to update you on those phillips deals that the counterparty is
saying are booked wrong . i have left gary l . a voice mail , but i have a
feeling i won ' t be hearing from him . so , we might not be getting an answer
until next week on these deals . the deals are ; 131054 & 131048 .
if i hear from gary i ' ll let you know . i ' m hoping that they are ok .
julie",0
2275,ham,"Subject: txu fuels / sds nomination for january 2001
attached is the january 2001 nomination for our takes under the gas sales and
purchase contract between txu fuel ( previously tufco ) and sds . please advise
should you have any questions concerning the attached .
thanks ,
ccs
( see attached file : sdsnom . xls )
- sdsnom . xls",0
3423,ham,"Subject: fw : 8743 meter set up ; fac # 501869
i have a correction :
i changed the pipe code but the system will not allow me to save because the meter no . for pgtt 4100101 already exist on facility no . 517817 .
karl please contact me as soon as possible to discuss this matter .
marlene d . hilliard
- - - - - original message - - - - -
from : hilliard , marlene
sent : friday , august 10 , 2001 4 : 35 pm
to : ' kdstewart @ aep . com ' ; farmer , daren j .
subject : fw : 8743 meter set up ; fac # 501869
per authorization fromdaren farmer , i have changed pipe code pgev to pgtt . the meter no . will remain the same . the rate zone is pgtt and the trade zone is tufco .
should you have any further questions , please do not hesitate to contact me .
marlene d . hilliard
- - - - - original message - - - - -
from : kdstewart @ aep . com @ enron [ mailto : imceanotes - kdstewart + 40 aep + 2 ecom + 40 enron @ enron . com ]
sent : friday , august 10 , 2001 1 : 30 pm
to : hilliard , marlene
subject : 8743 meter set up ; fac # 501869
look thru the sequence history . the meter # on the opposite side did not change
even though the pipe code did . that is all i have to suggest .
to : , "" farmer , daren j . ""
cc :
subject : fw : fw : 8743 meter set up ; fac # 501869
i need to get the approval from daren farmer ext . 3 - 6905 . please feel
free to contact him to discuss this matter .
also , i do not believe the meter no . will be the same . i searched pi
grid and it shows hpl with drn 92686 interconnect with meter no .
237 - 07 - 1 - 004 , drn 26879 for teco pipeline co .
we have discrepencies / isssues .
what verifying information do you have for this meter ?
marlene d . hilliard
ext . 3 - 9167
> - - - - - original message - - - - -
> from : kdstewart @ aep . com @ enron
> [ mailto : imceanotes - kdstewart + 40 aep + 2 ecom + 40 enron @ enron . com ]
> sent : friday , august 10 , 2001 1 : 16 pm
> to : hilliard , marlene
> subject : re : fw : 8743 meter set up ; fac # 501869
>
>
> i have already created a new sequence starting 7 / 01 / 2001 , can you
> change the pipe
> code and other relavant info in the new sequence starting 7 / 01 / 2001 .
this e - mail is the property of enron corp . and / or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient ( s ) . any review , use , distribution or disclosure by others is strictly prohibited . if you are not the intended recipient ( or authorized to receive for the recipient ) , please contact the sender or reply to enron corp . at enron . messaging . administration @ enron . com and delete all copies of the message . this e - mail ( and any attachments hereto ) are not intended to be an offer ( or an acceptance ) and do not create or evidence a binding and enforceable contract between enron corp . ( or any of its affiliates ) and the intended recipient or any other party , and may not be relied on by anyone as the basis of a contract by estoppel or otherwise . thank you .
",0
5016,spam,"Subject: not sure if this is you
first only doctor approved pen . is pills and
will be the last .
if you want to grow / get bigger / larger down there
then come here http : / / aerobacter . careforre . com / n / starwars
100 % mo ney - back
",1
501,ham,"Subject: re : new turn - ons
the deals are all in . meter 9827 is on deal 223423 , and meter 9828 is on
deal 223458 .",0
3816,spam,"Subject: dine out at these great restaurants
to unsubscribe from this mailing list : click here
or send a blank message to : r . esalesl . 0 - 2 f 2 b 770 - 4 e 58 . iit . demokritos . gr . - paliourg @ 32 . moosq . com
this offer sent to you from :
optinrealbig . com llc
1333 w 120 th ave suite 101
westminster , co 80234
",1
3499,ham,"Subject: falcon / lone star transport
darren ,
i joined brian redmond on his visit a few weeks ago to sid richardson . during that visit sr indicated that they have firm lone star transport that they want to sell ( only details i know at this time is that it is 45 mm / d point to point on a true firm basis ) . i believe we could use this transport to back stop the falcon transaction ( parking gas in their facility oct / nov 01 - jan 04 ) . i spoke with the folks at sr today and indicated that we want to know more details about the sale to see if we could garner interest internally . they gave me the name of a person in their shop who would be right person to talk to about the details . i understand you would be the right person to a ) . bounce this idea off of and b ) . if there is an interest on this transport i presume you would be the best person to get the details on this transport from sr .
the name of the person to talk to at sr is scott walker ( 817 . 810 . 9385 ) .
i ' d like to touch base with about this .
thanks
miguel e . vasquez
manager - - enron storage products
1400 smith street
houston , tx 77002
713 . 853 . 3910
fax : 713 . 646 . 8416",0
3058,ham,"Subject: southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
elizabeth -
deal # 690249 - sale
could you pls the pricing on this deal for march 2001 production for days 25 & 26 to $ 5 . 285 ?
i think daren is out for the remainder of the day and i need to send out my invoice this afternoon .
thanks - katherine
5 - 8643
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 04 / 16 / 2001 03 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
04 / 16 / 2001 03 : 24 pm
to : daren j farmer / hou / ect
cc : janet h wallis / hou / ect
subject : southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
daren -
per janet , the price of $ 5 . 235 + . 05 for deal # 690249 is correct .
could you pls change the price in the system to $ 5 . 285 for days 25 & 26 ?
thanks - katherine
5 - 8643
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 04 / 16 / 2001 03 : 06 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
04 / 16 / 2001 12 : 43 pm
to : janet h wallis / hou / ect
cc : daren j farmer / hou / ect
subject : southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
janet -
per southern union ' s confirmation sheet , the 15 , 000 mmbtus spot deal on days 03 / 25 & 3 / 26 should be priced at hsc gdp da + . 05 ( at tuesday , 3 / 27 / 01 pricing - which was $ 5 . 235 ) . currently , sitara is showing a price of hsc gdp + . 05 .
is this tuesday pricing correct ? if so , pls forward this to daren so that he can change the price in sitara to $ 5 . 235 + . 05 ( totaling $ 5 . 285 ) .
thanks - katherine
5 - 8643",0
3143,ham,"Subject: re : may wellhead "" spot "" purchases - request
vance ,
as we discussed yesterday , i will zero the confirmed column in pops for barrett and increase the same for seneca .
bob
from : vance l taylor / enron @ enronxgate on 04 / 26 / 2001 11 : 42 am
to : robert cotten / hou / ect @ ect
cc : george weissman / hou / ect @ ect , daren j farmer / hou / ect @ enron , melissa graves / enron @ enronxgate , susan smith / hou / ect @ enron
subject : re : may wellhead "" spot "" purchases - request
bob ,
i ' m still concern about april ' s nom ; if we don ' t take it to zero , than we could have the possibility of the allocations group adding volumes to barrett ' s april deal . this would be incorrect .
vlt
- - - - - original message - - - - -
from : cotten , robert
sent : thursday , april 26 , 2001 9 : 27 am
to : taylor , vance l .
cc : weissman , george ; daren j farmer / hou / ect @ enron ; graves , melissa ; susan smith / hou / ect @ enron
subject : re : may wellhead "" spot "" purchases - request
vance ,
based on the information below , nominations are being revised effective may 1 , 2001 :
counterparty meter # orig . nom rev . nom
barrett resources 0435 1 , 536 0
seneca resources 0435 3 , 073 4 , 609
total 4 , 609 4 , 609
bob
from : vance l taylor / enron @ enronxgate on 04 / 25 / 2001 08 : 42 am
to : robert cotten / hou / ect @ ect
cc : george weissman / hou / ect @ ect , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate
subject : re : may wellhead "" spot "" purchases - request
bob ,
hplc continues to purchase gas from both ocean and seneca on a term basis ; firm tickets were submitted for april origination beginning with the month of april . as for as barrett , they are selling their gas under a joa with seneca ; therefore , 100 % of barrett ' s production is being paid to seneca . consequently , you should see tickets in sitara for both counterparties .
let me know is you can ' t .
vlt
x 36353
- - - - - original message - - - - -
from : cotten , robert
sent : tuesday , april 24 , 2001 6 : 20 pm
to : taylor , vance l .
cc : weissman , george
subject : re : may wellhead "" spot "" purchases - request
vance ,
are we still purchasing gas at meter 435 from barrett resources , ocean energy and seneca resources ? they were on george ' s spreadsheet but they are not termed up . the only deals termed up are mariner , st . mary land , walter oil & gas and the meridian resource .
bob
from : vance l taylor / enron @ enronxgate on 04 / 24 / 2001 04 : 25 pm
to : robert cotten / hou / ect @ ect
cc : janie aguayo / hou / ect @ ect , lisa hesse / hou / ect @ ect , julie meyers / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate , george weissman / hou / ect @ ect
subject : may wellhead "" spot "" purchases - request
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the production month of may , 2001 . this production will be purchased on a "" spot "" basis and deal tickets should be created and entered into sitara based on the following information :
counterparty meter volume price
apache corporation 0435 1409 mmbtu / d 100 % if / hsc less $ 0 . 10
whiting petroleum corp 6523 113 mmbtu / d 85 % if / hsc
el paso merchant energy , lp 5923 622 mmbtu / d 100 % if / hsc less $ 0 . 26
el paso merchant energy , lp 5848 203 mmbtu / d 85 % if / hsc swift energy 2630 21 mmbtu / d 100 % if / hsc less $ 1 . 38
duke energy trading & marketing 6347 147 mmbtu / d 85 % if / hsc
hesco gathering oil co . 6063 289 mmbtu / d 85 % if / hsc
embassy natural gas inc . 6598 lmmbtu / d 85 % if / hsc
stone energy 9696 2745 mmbtu / d 100 % if / hsc less $ 0 . 20
the houston exploration 9696 3407 mmbtu / d 100 % if / hsc less $ 0 . 20
amerada hess ( hess energy svcs ) 0435 1104 mmbtu / d 100 % if / hsc less $ 0 . 14
crosstex energy services , ltd . 0435 656 mmbtu / d 100 % if / hsc less $ 0 . 12
tri - union development 0435 149 mmbtu / d 100 % if / hsc less $ 0 . 055
ranger oil company 9871 200 mmbtu / d 85 % if / hsc if 300 / d
these are producer svcs . deals and should be tracked in the im wellhead portfolio . . . attached to the gathering contract .
additionally , if at all possible , please do not confirm the apache and crosstex deals as we expect to receive term firm contracts in the very near future .
thanks ,
vlt
x 3 - 6353",0
628,ham,"Subject: valero marketing & supply { pasadena } meter # : 1394 / sitara # :
148396
fyi . . . only !
presently , i have scheduled a 10 . 0 m buyback at this interconnect due to the
plant being down and
the status is day to day .
the 10 . 0 m buyback begun wednesday , april 5 th .
gary , please let me know how you want this interconnect allocated { ie :
force majeure sitara # 148390 } .",0
2972,ham,"Subject: mobil beaumont - marol
just want to confirm the march midcon volumes for mobil :
3 / 21 28 , 271
3 / 22 26 , 221
3 / 23 24 , 459
3 / 24 30 , 000
3 / 25 30 , 000
3 / 26 26 , 852
3 / 27 30 , 000
3 / 28 30 , 000
3 / 29 30 , 000
3 / 30 20 , 164
3 / 31 12 , 365
total 288 , 332 mmbtu
this is what i saw in pops - please let me know if there should be any different volumes / days .
thanks for your help .
rebecca
- - - - - - - - - - - - - - - - - - - - - - forwarded by rebecca griffin / na / enron on 04 / 02 / 2001 10 : 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti @ ect on 03 / 21 / 2001 01 : 58 pm
to : rebecca griffin / na / enron @ enron
cc : daren j farmer / hou / ect @ ect
subject : mobil beaumont - marol
rebecca
for mobil in march , beginning on march 21 , hpl started delivering 30 , 000 / d for midcon ( just like we did in dec and jan , and maybe in feb too )
check with daren farmer when you get ready to do the flash invoice on the first to confirm the midcon volume amounts and dates
thanks ! ! ! ! !
lee",0
2732,ham,"Subject: fw : [ fwd : two prayer requests ]
- - - - - original message - - - - -
from : dennis dossey [ mailto : top @ treatyoakpress . com ]
sent : thursday , march 15 , 2001 12 : 52 am
to : sherry casella ; ram tackett ; karen
x - mailer : microsoft outlook cws , build 9 . 0 . 2416 ( 9 . 0 . 2911 . 0 )
x - mimeole : produced by microsoft mimeole v 5 . 50 . 4133 . 2400
dear christian friends ,
greetings in the name of our lord jesus !
we have two very urgent prayer requests . our dear friend and a brother , david
gatewood , the son of late otis gatewood , has been recently diagnosed a
pancreas cancer . david and his wife sandy were two of the first people who
introduced dragica and me to christ and his church over thirty years ago . in
1969 they came to croatia ( yugoslavia at that time ) , as missionaries , with
another couple , bud and beverly pickl . in order to get their resident visas ,
they enrolled in a croatian language study program . i was their professor at
that time , and we became very good and close friends . david and sandy have
been connected with the lord  @ s work in croatia for all these years . before
leaving croatia in 1972 , they adopted a little croatian girl , whom they
raised with much love . she is a married woman now , and lives in colorado
springs . david and sandy made several trips to croatia during the war , and
david taught seminars on post - war traumatic experiences and the value of a
family . your prayers will be greatly appreciated by many in croatia who love
david dearly .
also , please , put me ( mladen ) on your prayer list . for several months now
i ? ve been having some prostate problems . ten days ago my doctor requested a
biopsy , and i am anxiously waiting to get the results this coming monday .
dragica and i believe god listens and hears ? prayers of his people .
please , join the church in croatia with your prayers .
yours in his love and mercy ,
malden and dragica jovanovic",0
